animal_number;responder;location;visit_time;duration;weight;feed_intake
211681;984000010111681;2;30/05/2026 17.31;1445;99909;1302
211681;984000010111681;2;30/05/2026 20.47;1019;102258;717
211681;984000010111681;2;31/05/2026 12.06;1283;103433;1132
211681;984000010111681;2;31/05/2026 23.38;1051;103179;809
211681;984000010111681;2;01/06/2026 08.02;1046;101327;483
211681;984000010111681;2;01/06/2026 12.08;1611;105250;1443
211681;984000010111681;2;02/06/2026 08.23;920;104916;786
211681;984000010111681;2;02/06/2026 19.54;1519;108387;1192
211681;984000010111681;2;02/06/2026 23.23;917;106167;606
211681;984000010111681;2;03/06/2026 13.08;1006;108249;808
211681;984000010111681;2;04/06/2026 04.47;1344;105280;1212
211681;984000010111681;2;04/06/2026 13.53;1679;107431;1521
211681;984000010111681;2;05/06/2026 09.37;1065;106561;844
211681;984000010111681;2;05/06/2026 17.15;1275;105260;766
211681;984000010111681;2;06/06/2026 01.59;1819;107008;1746
211681;984000010111681;2;07/06/2026 03.41;1635;105520;1309
211681;984000010111681;2;07/06/2026 13.35;1763;109118;1755
211681;984000010111681;2;08/06/2026 16.11;1818;106325;1340
211681;984000010111681;2;09/06/2026 00.02;1543;108716;1185
211681;984000010111681;2;09/06/2026 04.58;1289;110999;1171
211681;984000010111681;2;10/06/2026 02.21;1836;111384;1527
211681;984000010111681;2;10/06/2026 12.58;1547;110146;897
211681;984000010111681;2;10/06/2026 18.18;1246;113318;1173
211681;984000010111681;2;11/06/2026 15.49;1126;114022;784
211681;984000010111681;2;11/06/2026 23.16;1380;111044;1157
211681;984000010111681;2;12/06/2026 07.31;1500;113749;1649
211681;984000010111681;2;13/06/2026 06.09;1313;113019;1163
211863;984000010111863;2;30/05/2026 14.05;80;96343;5
211863;984000010111863;2;30/05/2026 15.50;1595;96134;1038
211863;984000010111863;2;30/05/2026 22.08;1024;97867;490
211863;984000010111863;2;31/05/2026 05.57;1303;96761;768
211863;984000010111863;2;01/06/2026 01.58;1638;95134;1002
211863;984000010111863;2;01/06/2026 04.42;53;;13
211863;984000010111863;2;01/06/2026 04.54;115;97281;49
211863;984000010111863;2;01/06/2026 05.22;675;96891;343
211863;984000010111863;2;01/06/2026 14.05;1813;98630;1173
211863;984000010111863;2;02/06/2026 12.32;1819;95635;899
211863;984000010111863;2;02/06/2026 19.23;1223;97562;788
211863;984000010111863;2;03/06/2026 02.51;1484;101031;923
211863;984000010111863;2;03/06/2026 05.14;739;98910;409
211863;984000010111863;2;03/06/2026 13.35;1360;99502;831
211863;984000010111863;2;04/06/2026 05.22;986;97881;554
211863;984000010111863;2;04/06/2026 07.39;746;98658;392
211863;984000010111863;2;04/06/2026 11.53;856;98782;475
211863;984000010111863;2;04/06/2026 17.47;967;100163;582
211863;984000010111863;2;04/06/2026 20.55;1275;101411;778
211863;984000010111863;2;05/06/2026 14.32;1069;98482;430
211863;984000010111863;2;05/06/2026 15.02;556;98388;308
211863;984000010111863;2;05/06/2026 23.26;1336;103555;805
211863;984000010111863;2;06/06/2026 03.57;1260;101199;802
211863;984000010111863;2;06/06/2026 05.05;699;100589;394
