animal_number;responder;location;visit_time;duration;weight;feed_intake
211681;984000010111681;2;08/08/2026 17.31;1445;99349;1310
211681;984000010111681;2;08/08/2026 20.47;1019;102754;708
211681;984000010111681;2;09/08/2026 12.06;1283;103456;1098
211681;984000010111681;2;09/08/2026 23.38;1051;103265;810
211681;984000010111681;2;10/08/2026 08.02;1046;102229;503
211681;984000010111681;2;10/08/2026 12.08;1611;105226;1452
211681;984000010111681;2;11/08/2026 08.23;920;104743;767
211681;984000010111681;2;11/08/2026 19.54;1519;108681;1144
211681;984000010111681;2;11/08/2026 23.23;917;106374;608
211681;984000010111681;2;12/08/2026 13.08;1006;107904;821
211681;984000010111681;2;13/08/2026 04.47;1344;105817;1178
211681;984000010111681;2;13/08/2026 13.53;1679;107867;1499
211681;984000010111681;2;14/08/2026 09.37;1065;106619;843
211681;984000010111681;2;14/08/2026 17.15;1275;105581;784
211681;984000010111681;2;15/08/2026 01.59;1819;106996;1699
211681;984000010111681;2;16/08/2026 03.41;1635;105667;1248
211681;984000010111681;2;16/08/2026 13.35;1763;109125;1689
211681;984000010111681;2;17/08/2026 16.11;1818;106222;1372
211681;984000010111681;2;18/08/2026 00.02;1543;108983;1197
211681;984000010111681;2;18/08/2026 04.58;1289;110776;1160
211681;984000010111681;2;19/08/2026 02.21;1836;111909;1467
211681;984000010111681;2;19/08/2026 12.58;1547;110554;862
211681;984000010111681;2;19/08/2026 18.18;1246;112875;1171
211681;984000010111681;2;20/08/2026 15.49;1126;113852;801
211681;984000010111681;2;20/08/2026 23.16;1380;111605;1180
211681;984000010111681;2;21/08/2026 07.31;1500;113820;1655
211681;984000010111681;2;22/08/2026 06.09;1313;113327;1169
211863;984000010111863;2;08/08/2026 14.05;80;95507;5
211863;984000010111863;2;08/08/2026 15.50;1595;96800;1000
211863;984000010111863;2;08/08/2026 22.08;1024;97774;459
211863;984000010111863;2;09/08/2026 05.57;1303;96632;751
211863;984000010111863;2;10/08/2026 01.58;1638;95310;995
211863;984000010111863;2;10/08/2026 04.42;53;;13
211863;984000010111863;2;10/08/2026 04.54;115;97611;50
211863;984000010111863;2;10/08/2026 05.22;675;96615;344
211863;984000010111863;2;10/08/2026 14.05;1813;99327;1108
211863;984000010111863;2;11/08/2026 12.32;1819;96119;932
211863;984000010111863;2;11/08/2026 19.23;1223;97577;779
211863;984000010111863;2;12/08/2026 02.51;1484;101697;927
211863;984000010111863;2;12/08/2026 05.14;739;99207;376
211863;984000010111863;2;12/08/2026 13.35;1360;99902;855
211863;984000010111863;2;13/08/2026 05.22;986;97527;551
211863;984000010111863;2;13/08/2026 07.39;746;99626;394
211863;984000010111863;2;13/08/2026 11.53;856;99862;470
211863;984000010111863;2;13/08/2026 17.47;967;100471;572
211863;984000010111863;2;13/08/2026 20.55;1275;101662;810
211863;984000010111863;2;14/08/2026 14.32;1069;98022;438
211863;984000010111863;2;14/08/2026 15.02;556;98920;305
211863;984000010111863;2;14/08/2026 23.26;1336;103868;804
211863;984000010111863;2;15/08/2026 03.57;1260;101915;833
211863;984000010111863;2;15/08/2026 05.05;699;101204;406
211863;984000010111863;2;15/08/2026 19.13;788;100336;232
211863;984000010111863;2;15/08/2026 22.54;1933;102209;840
211863;984000010111863;2;16/08/2026 02.17;718;101082;328
211863;984000010111863;2;16/08/2026 14.21;2022;103409;1270
211863;984000010111863;2;16/08/2026 18.59;659;100759;383
211863;984000010111863;2;17/08/2026 13.10;2084;98223;1222
211863;984000010111863;2;17/08/2026 22.16;1544;101630;831
211863;984000010111863;2;18/08/2026 03.25;1120;104913;487
211863;984000010111863;2;18/08/2026 05.32;1450;102789;866
211863;984000010111863;2;18/08/2026 22.42;1401;102900;622
211863;984000010111863;2;18/08/2026 23.21;453;102762;289
211863;984000010111863;2;19/08/2026 01.40;34;;10
211863;984000010111863;2;19/08/2026 03.28;557;102904;342
211863;984000010111863;2;19/08/2026 11.11;381;102025;205
211863;984000010111863;2;19/08/2026 11.43;465;101193;267
211863;984000010111863;2;19/08/2026 15.04;669;102337;339
211863;984000010111863;2;19/08/2026 19.41;1391;103868;791
211863;984000010111863;2;19/08/2026 21.06;751;103350;447
211863;984000010111863;2;19/08/2026 21.32;372;104226;237
211863;984000010111863;2;19/08/2026 22.20;28;;8
211863;984000010111863;2;19/08/2026 22.23;87;103171;22
211863;984000010111863;2;20/08/2026 15.09;1022;103686;402
211863;984000010111863;2;20/08/2026 19.18;1094;102547;598
211863;984000010111863;2;21/08/2026 02.58;851;104132;443
211863;984000010111863;2;21/08/2026 03.22;811;103750;401
211863;984000010111863;2;21/08/2026 08.11;1252;105873;810
211863;984000010111863;2;21/08/2026 09.58;450;105054;259
211863;984000010111863;2;21/08/2026 17.53;356;102014;88
211863;984000010111863;2;22/08/2026 03.48;1613;103663;858
212053;984000010112053;2;08/08/2026 13.48;77;97530;4
212053;984000010112053;2;08/08/2026 15.18;1244;98950;850
212053;984000010112053;2;09/08/2026 03.15;1547;99318;990
212053;984000010112053;2;09/08/2026 03.57;499;98754;303
212053;984000010112053;2;09/08/2026 04.14;217;100210;94
212053;984000010112053;2;10/08/2026 00.22;2212;98334;1262
212053;984000010112053;2;10/08/2026 07.45;31;;9
212053;984000010112053;2;10/08/2026 15.28;2096;99681;1240
212053;984000010112053;2;10/08/2026 22.45;400;100103;273
212053;984000010112053;2;11/08/2026 11.10;1472;99901;873
212053;984000010112053;2;11/08/2026 11.51;519;100287;321
212053;984000010112053;2;11/08/2026 19.09;551;101331;287
212053;984000010112053;2;12/08/2026 04.24;1947;101108;1222
212053;984000010112053;2;12/08/2026 15.16;1277;103405;865
212053;984000010112053;2;13/08/2026 07.00;1513;102406;873
212053;984000010112053;2;13/08/2026 10.07;271;103556;70
212053;984000010112053;2;13/08/2026 20.03;1921;104314;1324
212053;984000010112053;2;13/08/2026 21.30;559;104856;340
212053;984000010112053;2;14/08/2026 16.25;1949;103982;932
212053;984000010112053;2;14/08/2026 21.39;315;104551;110
212053;984000010112053;2;15/08/2026 08.19;1891;104565;1250
212053;984000010112053;2;15/08/2026 10.15;448;106205;284
212053;984000010112053;2;16/08/2026 01.35;1662;104634;857
212053;984000010112053;2;16/08/2026 10.57;2398;105159;1586
212053;984000010112053;2;17/08/2026 01.29;1662;106878;1155
212053;984000010112053;2;17/08/2026 14.27;247;105147;65
212053;984000010112053;2;17/08/2026 17.46;1927;105546;1261
212053;984000010112053;2;18/08/2026 08.42;2218;107669;1205
212053;984000010112053;2;19/08/2026 04.08;2184;107548;1291
212053;984000010112053;2;19/08/2026 12.32;881;107232;371
212053;984000010112053;2;19/08/2026 15.23;1681;107565;1023
212053;984000010112053;2;20/08/2026 14.20;1784;107783;958
212053;984000010112053;2;21/08/2026 00.02;1798;106870;943
212053;984000010112053;2;21/08/2026 04.09;820;111568;469
212053;984000010112053;2;21/08/2026 10.40;1539;110193;992
212053;984000010112053;2;22/08/2026 08.29;2225;108630;1323
212055;984000010112055;2;08/08/2026 23.44;1658;108357;1316
212055;984000010112055;2;09/08/2026 09.09;1242;109122;995
212055;984000010112055;2;10/08/2026 07.01;1069;109725;780
212055;984000010112055;2;10/08/2026 16.21;1587;108812;1213
212055;984000010112055;2;11/08/2026 07.48;1343;108936;943
212055;984000010112055;2;11/08/2026 16.37;616;109886;434
212055;984000010112055;2;12/08/2026 00.33;160;109211;85
212055;984000010112055;2;12/08/2026 01.01;476;108772;415
212055;984000010112055;2;12/08/2026 09.02;1647;108147;1271
212055;984000010112055;2;12/08/2026 21.15;421;111895;302
212055;984000010112055;2;13/08/2026 06.02;1122;111116;804
212055;984000010112055;2;13/08/2026 09.22;564;109362;367
212055;984000010112055;2;13/08/2026 19.07;1464;112476;1189
212055;984000010112055;2;14/08/2026 08.53;396;112784;155
212055;984000010112055;2;14/08/2026 17.49;1939;110136;1312
212055;984000010112055;2;14/08/2026 18.41;345;112509;230
212055;984000010112055;2;15/08/2026 05.31;1000;112679;845
212055;984000010112055;2;15/08/2026 18.58;608;115323;368
212055;984000010112055;2;16/08/2026 04.24;1240;111636;875
212055;984000010112055;2;16/08/2026 12.59;1415;114941;1288
212055;984000010112055;2;16/08/2026 16.34;447;115359;388
212055;984000010112055;2;17/08/2026 08.41;325;115567;127
212055;984000010112055;2;17/08/2026 18.35;1557;114469;1300
212055;984000010112055;2;18/08/2026 06.39;1963;114677;1462
212055;984000010112055;2;19/08/2026 00.19;1716;116425;1316
212055;984000010112055;2;19/08/2026 16.05;1778;115579;1643
212055;984000010112055;2;20/08/2026 04.09;1529;117241;1253
212055;984000010112055;2;20/08/2026 23.04;510;117407;354
212055;984000010112055;2;21/08/2026 09.01;1687;119062;1571
212055;984000010112055;2;22/08/2026 04.35;2135;117628;1708
212057;984000010112057;2;08/08/2026 19.56;1897;97247;1155
212057;984000010112057;2;09/08/2026 06.35;1290;98872;816
212057;984000010112057;2;09/08/2026 15.34;415;97521;303
212057;984000010112057;2;09/08/2026 18.32;460;97423;253
212057;984000010112057;2;09/08/2026 22.28;727;97649;412
212057;984000010112057;2;10/08/2026 05.40;407;97549;183
212057;984000010112057;2;10/08/2026 11.16;1445;100510;900
212057;984000010112057;2;10/08/2026 18.57;484;98789;341
212057;984000010112057;2;11/08/2026 03.33;637;99723;482
212057;984000010112057;2;11/08/2026 13.52;1245;98457;873
212057;984000010112057;2;11/08/2026 23.47;1730;100958;957
212057;984000010112057;2;12/08/2026 14.13;829;100721;571
212057;984000010112057;2;13/08/2026 01.37;1164;99496;892
212057;984000010112057;2;13/08/2026 12.45;1318;101100;824
212057;984000010112057;2;13/08/2026 21.50;843;103542;521
212057;984000010112057;2;14/08/2026 14.01;741;100553;133
212057;984000010112057;2;15/08/2026 00.26;1858;99860;1027
212057;984000010112057;2;15/08/2026 09.45;1163;101585;846
212057;984000010112057;2;15/08/2026 20.43;916;100791;271
212057;984000010112057;2;16/08/2026 00.59;1238;102721;811
212057;984000010112057;2;16/08/2026 09.19;1201;102858;782
212057;984000010112057;2;16/08/2026 22.12;632;103785;419
212057;984000010112057;2;17/08/2026 07.47;748;103577;452
212057;984000010112057;2;17/08/2026 11.09;553;103314;307
212057;984000010112057;2;17/08/2026 15.07;587;102389;361
212057;984000010112057;2;17/08/2026 21.58;518;103550;212
212057;984000010112057;2;17/08/2026 23.40;760;104786;471
212057;984000010112057;2;18/08/2026 03.55;1072;106796;659
212057;984000010112057;2;18/08/2026 15.52;696;105311;465
212057;984000010112057;2;18/08/2026 23.56;765;104336;516
212057;984000010112057;2;19/08/2026 07.17;1371;104698;881
212057;984000010112057;2;20/08/2026 02.15;1844;104289;1236
212057;984000010112057;2;20/08/2026 17.48;1481;104607;944
212057;984000010112057;2;21/08/2026 02.23;1317;107324;880
212057;984000010112057;2;21/08/2026 07.16;618;110390;449
212057;984000010112057;2;21/08/2026 22.12;805;106131;428
212057;984000010112057;2;22/08/2026 02.03;544;107246;395
212057;984000010112057;2;22/08/2026 07.16;862;107183;597
212077;984000010112077;2;08/08/2026 18.49;1910;100783;1200
212077;984000010112077;2;09/08/2026 07.30;1685;100237;1145
212077;984000010112077;2;09/08/2026 18.45;1514;100957;966
212077;984000010112077;2;10/08/2026 03.58;1577;101738;913
212077;984000010112077;2;10/08/2026 10.39;1353;103374;846
