animal_number;responder;location;visit_time;duration;weight;feed_intake
211681;984000010111681;2;11/07/2026 17.31;1445;100146;1274
211681;984000010111681;2;11/07/2026 20.47;1019;102130;729
211681;984000010111681;2;12/07/2026 12.06;1283;102915;1117
211681;984000010111681;2;12/07/2026 23.38;1051;102770;791
211681;984000010111681;2;13/07/2026 08.02;1046;101846;503
211681;984000010111681;2;13/07/2026 12.08;1611;104679;1471
211681;984000010111681;2;14/07/2026 08.23;920;104869;767
211681;984000010111681;2;14/07/2026 19.54;1519;108658;1182
211681;984000010111681;2;14/07/2026 23.23;917;106267;594
211681;984000010111681;2;15/07/2026 13.08;1006;107758;818
211681;984000010111681;2;16/07/2026 04.47;1344;104656;1156
211681;984000010111681;2;16/07/2026 13.53;1679;107372;1469
211681;984000010111681;2;17/07/2026 09.37;1065;106277;845
211681;984000010111681;2;17/07/2026 17.15;1275;105831;779
211681;984000010111681;2;18/07/2026 01.59;1819;106566;1671
211681;984000010111681;2;19/07/2026 03.41;1635;106131;1335
211681;984000010111681;2;19/07/2026 13.35;1763;109240;1721
211681;984000010111681;2;20/07/2026 16.11;1818;106233;1386
211681;984000010111681;2;21/07/2026 00.02;1543;109403;1192
211681;984000010111681;2;21/07/2026 04.58;1289;110406;1151
211681;984000010111681;2;22/07/2026 02.21;1836;111356;1558
211681;984000010111681;2;22/07/2026 12.58;1547;110451;909
211681;984000010111681;2;22/07/2026 18.18;1246;112959;1116
211681;984000010111681;2;23/07/2026 15.49;1126;114162;835
211681;984000010111681;2;23/07/2026 23.16;1380;111467;1181
211681;984000010111681;2;24/07/2026 07.31;1500;113981;1719
211681;984000010111681;2;25/07/2026 06.09;1313;113599;1226
211863;984000010111863;2;11/07/2026 14.05;80;95663;5
211863;984000010111863;2;11/07/2026 15.50;1595;96182;964
211863;984000010111863;2;11/07/2026 22.08;1024;96930;469
211863;984000010111863;2;12/07/2026 05.57;1303;96804;751
211863;984000010111863;2;13/07/2026 01.58;1638;95344;1018
211863;984000010111863;2;13/07/2026 04.42;53;;13
211863;984000010111863;2;13/07/2026 04.54;115;97525;49
211863;984000010111863;2;13/07/2026 05.22;675;97035;352
211863;984000010111863;2;13/07/2026 14.05;1813;99461;1158
211863;984000010111863;2;14/07/2026 12.32;1819;96127;937
211863;984000010111863;2;14/07/2026 19.23;1223;97338;780
211863;984000010111863;2;15/07/2026 02.51;1484;101313;919
211863;984000010111863;2;15/07/2026 05.14;739;99154;398
211863;984000010111863;2;15/07/2026 13.35;1360;99212;823
211863;984000010111863;2;16/07/2026 05.22;986;97625;577
211863;984000010111863;2;16/07/2026 07.39;746;99369;403
211863;984000010111863;2;16/07/2026 11.53;856;99004;486
211863;984000010111863;2;16/07/2026 17.47;967;100156;591
211863;984000010111863;2;16/07/2026 20.55;1275;101751;777
211863;984000010111863;2;17/07/2026 14.32;1069;97854;435
211863;984000010111863;2;17/07/2026 15.02;556;98525;314
211863;984000010111863;2;17/07/2026 23.26;1336;103402;765
211863;984000010111863;2;18/07/2026 03.57;1260;101600;808
211863;984000010111863;2;18/07/2026 05.05;699;101561;388
211863;984000010111863;2;18/07/2026 19.13;788;99969;233
211863;984000010111863;2;18/07/2026 22.54;1933;102000;825
211863;984000010111863;2;19/07/2026 02.17;718;100449;345
211863;984000010111863;2;19/07/2026 14.21;2022;103372;1242
211863;984000010111863;2;19/07/2026 18.59;659;101162;392
211863;984000010111863;2;20/07/2026 13.10;2084;98601;1225
211863;984000010111863;2;20/07/2026 22.16;1544;101197;804
211863;984000010111863;2;21/07/2026 03.25;1120;104934;482
211863;984000010111863;2;21/07/2026 05.32;1450;103444;901
211863;984000010111863;2;21/07/2026 22.42;1401;103008;645
211863;984000010111863;2;21/07/2026 23.21;453;103134;290
211863;984000010111863;2;22/07/2026 01.40;34;;10
211863;984000010111863;2;22/07/2026 03.28;557;102284;339
211863;984000010111863;2;22/07/2026 11.11;381;101543;200
211863;984000010111863;2;22/07/2026 11.43;465;101634;266
211863;984000010111863;2;22/07/2026 15.04;669;102375;350
211863;984000010111863;2;22/07/2026 19.41;1391;103666;807
211863;984000010111863;2;22/07/2026 21.06;751;103830;431
211863;984000010111863;2;22/07/2026 21.32;372;104189;253
211863;984000010111863;2;22/07/2026 22.20;28;;8
211863;984000010111863;2;22/07/2026 22.23;87;102762;22
211863;984000010111863;2;23/07/2026 15.09;1022;103476;396
211863;984000010111863;2;23/07/2026 19.18;1094;102543;622
211863;984000010111863;2;24/07/2026 02.58;851;104219;434
211863;984000010111863;2;24/07/2026 03.22;811;103639;387
211863;984000010111863;2;24/07/2026 08.11;1252;106493;837
211863;984000010111863;2;24/07/2026 09.58;450;105129;262
211863;984000010111863;2;24/07/2026 17.53;356;102363;94
211863;984000010111863;2;25/07/2026 03.48;1613;104161;839
212053;984000010112053;2;11/07/2026 13.48;77;97024;4
212053;984000010112053;2;11/07/2026 15.18;1244;98435;884
212053;984000010112053;2;12/07/2026 03.15;1547;99080;1013
212053;984000010112053;2;12/07/2026 03.57;499;98939;297
212053;984000010112053;2;12/07/2026 04.14;217;100371;97
212053;984000010112053;2;13/07/2026 00.22;2212;98384;1274
212053;984000010112053;2;13/07/2026 07.45;31;;9
212053;984000010112053;2;13/07/2026 15.28;2096;99306;1246
212053;984000010112053;2;13/07/2026 22.45;400;100131;276
212053;984000010112053;2;14/07/2026 11.10;1472;100260;839
212053;984000010112053;2;14/07/2026 11.51;519;100194;324
212053;984000010112053;2;14/07/2026 19.09;551;101877;291
212053;984000010112053;2;15/07/2026 04.24;1947;100723;1288
212053;984000010112053;2;15/07/2026 15.16;1277;103225;865
212053;984000010112053;2;16/07/2026 07.00;1513;102060;873
212053;984000010112053;2;16/07/2026 10.07;271;103495;73
212053;984000010112053;2;16/07/2026 20.03;1921;104711;1276
212053;984000010112053;2;16/07/2026 21.30;559;104978;346
212053;984000010112053;2;17/07/2026 16.25;1949;103857;916
212053;984000010112053;2;17/07/2026 21.39;315;104652;109
212053;984000010112053;2;18/07/2026 08.19;1891;104969;1241
212053;984000010112053;2;18/07/2026 10.15;448;105806;284
212053;984000010112053;2;19/07/2026 01.35;1662;104962;899
212053;984000010112053;2;19/07/2026 10.57;2398;105031;1586
212053;984000010112053;2;20/07/2026 01.29;1662;106874;1148
212053;984000010112053;2;20/07/2026 14.27;247;105338;65
212053;984000010112053;2;20/07/2026 17.46;1927;104964;1297
212053;984000010112053;2;21/07/2026 08.42;2218;107864;1256
212053;984000010112053;2;22/07/2026 04.08;2184;107436;1332
212053;984000010112053;2;22/07/2026 12.32;881;107188;370
212053;984000010112053;2;22/07/2026 15.23;1681;107803;1027
212053;984000010112053;2;23/07/2026 14.20;1784;107477;996
212053;984000010112053;2;24/07/2026 00.02;1798;107355;960
212053;984000010112053;2;24/07/2026 04.09;820;111618;441
212053;984000010112053;2;24/07/2026 10.40;1539;110126;997
212053;984000010112053;2;25/07/2026 08.29;2225;108845;1302
212055;984000010112055;2;11/07/2026 23.44;1658;108491;1337
212055;984000010112055;2;12/07/2026 09.09;1242;109588;983
212055;984000010112055;2;13/07/2026 07.01;1069;109163;753
212055;984000010112055;2;13/07/2026 16.21;1587;108395;1148
212055;984000010112055;2;14/07/2026 07.48;1343;108606;948
212055;984000010112055;2;14/07/2026 16.37;616;109483;426
212055;984000010112055;2;15/07/2026 00.33;160;109196;85
212055;984000010112055;2;15/07/2026 01.01;476;108629;403
212055;984000010112055;2;15/07/2026 09.02;1647;108360;1344
212055;984000010112055;2;15/07/2026 21.15;421;111389;316
212055;984000010112055;2;16/07/2026 06.02;1122;111498;830
212055;984000010112055;2;16/07/2026 09.22;564;110378;377
212055;984000010112055;2;16/07/2026 19.07;1464;112575;1201
212055;984000010112055;2;17/07/2026 08.53;396;112324;159
212055;984000010112055;2;17/07/2026 17.49;1939;110799;1294
212055;984000010112055;2;17/07/2026 18.41;345;112948;229
212055;984000010112055;2;18/07/2026 05.31;1000;113122;851
212055;984000010112055;2;18/07/2026 18.58;608;114631;379
212055;984000010112055;2;19/07/2026 04.24;1240;111858;906
212055;984000010112055;2;19/07/2026 12.59;1415;114320;1317
212055;984000010112055;2;19/07/2026 16.34;447;114921;399
212055;984000010112055;2;20/07/2026 08.41;325;115743;130
212055;984000010112055;2;20/07/2026 18.35;1557;114014;1280
212055;984000010112055;2;21/07/2026 06.39;1963;114792;1459
212055;984000010112055;2;22/07/2026 00.19;1716;116061;1293
212055;984000010112055;2;22/07/2026 16.05;1778;116444;1613
212055;984000010112055;2;23/07/2026 04.09;1529;118166;1268
212055;984000010112055;2;23/07/2026 23.04;510;117350;383
212055;984000010112055;2;24/07/2026 09.01;1687;119151;1574
212055;984000010112055;2;25/07/2026 04.35;2135;118496;1724
212057;984000010112057;2;11/07/2026 19.56;1897;96993;1226
212057;984000010112057;2;12/07/2026 06.35;1290;98858;801
212057;984000010112057;2;12/07/2026 15.34;415;97722;310
212057;984000010112057;2;12/07/2026 18.32;460;96738;262
212057;984000010112057;2;12/07/2026 22.28;727;98210;401
212057;984000010112057;2;13/07/2026 05.40;407;97913;180
212057;984000010112057;2;13/07/2026 11.16;1445;99958;869
212057;984000010112057;2;13/07/2026 18.57;484;99263;346
212057;984000010112057;2;14/07/2026 03.33;637;99918;474
212057;984000010112057;2;14/07/2026 13.52;1245;98668;877
212057;984000010112057;2;14/07/2026 23.47;1730;101036;984
212057;984000010112057;2;15/07/2026 14.13;829;99930;574
212057;984000010112057;2;16/07/2026 01.37;1164;99988;857
212057;984000010112057;2;16/07/2026 12.45;1318;101620;850
212057;984000010112057;2;16/07/2026 21.50;843;103891;520
212057;984000010112057;2;17/07/2026 14.01;741;100263;125
212057;984000010112057;2;18/07/2026 00.26;1858;100454;1065
212057;984000010112057;2;18/07/2026 09.45;1163;101365;885
212057;984000010112057;2;18/07/2026 20.43;916;101684;264
212057;984000010112057;2;19/07/2026 00.59;1238;102549;787
