animal_number;responder;location;visit_time;duration;weight;feed_intake
211681;984000010111681;2;27/06/2026 17.31;1445;99423;1282
211681;984000010111681;2;27/06/2026 20.47;1019;102750;735
211681;984000010111681;2;28/06/2026 12.06;1283;103077;1123
211681;984000010111681;2;28/06/2026 23.38;1051;103310;774
211681;984000010111681;2;29/06/2026 08.02;1046;102019;501
211681;984000010111681;2;29/06/2026 12.08;1611;104748;1419
211681;984000010111681;2;30/06/2026 08.23;920;104388;777
211681;984000010111681;2;30/06/2026 19.54;1519;107987;1185
211681;984000010111681;2;30/06/2026 23.23;917;106564;617
211681;984000010111681;2;01/07/2026 13.08;1006;107888;796
211681;984000010111681;2;02/07/2026 04.47;1344;105304;1236
211681;984000010111681;2;02/07/2026 13.53;1679;108988;1453
211681;984000010111681;2;03/07/2026 09.37;1065;106093;858
211681;984000010111681;2;03/07/2026 17.15;1275;105716;792
211681;984000010111681;2;04/07/2026 01.59;1819;106697;1791
211681;984000010111681;2;05/07/2026 03.41;1635;106328;1253
211681;984000010111681;2;05/07/2026 13.35;1763;109183;1652
211681;984000010111681;2;06/07/2026 16.11;1818;105969;1339
211681;984000010111681;2;07/07/2026 00.02;1543;108077;1227
211681;984000010111681;2;07/07/2026 04.58;1289;110709;1155
211681;984000010111681;2;08/07/2026 02.21;1836;112282;1493
211681;984000010111681;2;08/07/2026 12.58;1547;109948;889
211681;984000010111681;2;08/07/2026 18.18;1246;113200;1171
211681;984000010111681;2;09/07/2026 15.49;1126;113704;815
211681;984000010111681;2;09/07/2026 23.16;1380;111525;1205
211681;984000010111681;2;10/07/2026 07.31;1500;113734;1667
211681;984000010111681;2;11/07/2026 06.09;1313;113202;1235
211863;984000010111863;2;27/06/2026 14.05;80;95948;5
211863;984000010111863;2;27/06/2026 15.50;1595;95813;995
211863;984000010111863;2;27/06/2026 22.08;1024;97529;467
211863;984000010111863;2;28/06/2026 05.57;1303;96703;777
211863;984000010111863;2;29/06/2026 01.58;1638;95750;1019
211863;984000010111863;2;29/06/2026 04.42;53;;13
211863;984000010111863;2;29/06/2026 04.54;115;98044;50
211863;984000010111863;2;29/06/2026 05.22;675;96509;346
211863;984000010111863;2;29/06/2026 14.05;1813;99096;1090
211863;984000010111863;2;30/06/2026 12.32;1819;96494;898
211863;984000010111863;2;30/06/2026 19.23;1223;98169;803
211863;984000010111863;2;01/07/2026 02.51;1484;101470;897
211863;984000010111863;2;01/07/2026 05.14;739;99488;398
211863;984000010111863;2;01/07/2026 13.35;1360;99322;864
211863;984000010111863;2;02/07/2026 05.22;986;98183;548
211863;984000010111863;2;02/07/2026 07.39;746;99305;398
211863;984000010111863;2;02/07/2026 11.53;856;99266;491
211863;984000010111863;2;02/07/2026 17.47;967;100126;573
211863;984000010111863;2;02/07/2026 20.55;1275;102119;815
211863;984000010111863;2;03/07/2026 14.32;1069;98187;419
211863;984000010111863;2;03/07/2026 15.02;556;98386;318
211863;984000010111863;2;03/07/2026 23.26;1336;103719;757
211863;984000010111863;2;04/07/2026 03.57;1260;101582;786
211863;984000010111863;2;04/07/2026 05.05;699;100959;396
211863;984000010111863;2;04/07/2026 19.13;788;100348;222
211863;984000010111863;2;04/07/2026 22.54;1933;101502;826
211863;984000010111863;2;05/07/2026 02.17;718;100310;337
211863;984000010111863;2;05/07/2026 14.21;2022;102883;1281
211863;984000010111863;2;05/07/2026 18.59;659;101200;371
211863;984000010111863;2;06/07/2026 13.10;2084;98610;1236
211863;984000010111863;2;06/07/2026 22.16;1544;101496;791
211863;984000010111863;2;07/07/2026 03.25;1120;104600;501
211863;984000010111863;2;07/07/2026 05.32;1450;103421;869
211863;984000010111863;2;07/07/2026 22.42;1401;102537;649
211863;984000010111863;2;07/07/2026 23.21;453;102906;301
211863;984000010111863;2;08/07/2026 01.40;34;;10
211863;984000010111863;2;08/07/2026 03.28;557;101847;334
211863;984000010111863;2;08/07/2026 11.11;381;102146;194
211863;984000010111863;2;08/07/2026 11.43;465;101263;269
211863;984000010111863;2;08/07/2026 15.04;669;102426;359
211863;984000010111863;2;08/07/2026 19.41;1391;103520;811
211863;984000010111863;2;08/07/2026 21.06;751;103954;439
211863;984000010111863;2;08/07/2026 21.32;372;103908;246
211863;984000010111863;2;08/07/2026 22.20;28;;8
211863;984000010111863;2;08/07/2026 22.23;87;102550;22
211863;984000010111863;2;09/07/2026 15.09;1022;104193;410
211863;984000010111863;2;09/07/2026 19.18;1094;102679;587
211863;984000010111863;2;10/07/2026 02.58;851;104574;440
211863;984000010111863;2;10/07/2026 03.22;811;103173;410
211863;984000010111863;2;10/07/2026 08.11;1252;105492;825
211863;984000010111863;2;10/07/2026 09.58;450;105348;266
211863;984000010111863;2;10/07/2026 17.53;356;102246;95
211863;984000010111863;2;11/07/2026 03.48;1613;103944;869
212053;984000010112053;2;27/06/2026 13.48;77;97589;4
212053;984000010112053;2;27/06/2026 15.18;1244;98650;873
212053;984000010112053;2;28/06/2026 03.15;1547;98445;1042
212053;984000010112053;2;28/06/2026 03.57;499;98430;305
212053;984000010112053;2;28/06/2026 04.14;217;100081;96
212053;984000010112053;2;29/06/2026 00.22;2212;98736;1267
212053;984000010112053;2;29/06/2026 07.45;31;;9
212053;984000010112053;2;29/06/2026 15.28;2096;98863;1257
212053;984000010112053;2;29/06/2026 22.45;400;99717;263
212053;984000010112053;2;30/06/2026 11.10;1472;99981;884
212053;984000010112053;2;30/06/2026 11.51;519;99836;322
212053;984000010112053;2;30/06/2026 19.09;551;101526;295
212053;984000010112053;2;01/07/2026 04.24;1947;101497;1305
212053;984000010112053;2;01/07/2026 15.16;1277;103557;906
212053;984000010112053;2;02/07/2026 07.00;1513;102553;874
212053;984000010112053;2;02/07/2026 10.07;271;103867;73
212053;984000010112053;2;02/07/2026 20.03;1921;104723;1287
212053;984000010112053;2;02/07/2026 21.30;559;104500;359
212053;984000010112053;2;03/07/2026 16.25;1949;103613;858
212053;984000010112053;2;03/07/2026 21.39;315;105661;110
212053;984000010112053;2;04/07/2026 08.19;1891;104340;1235
212053;984000010112053;2;04/07/2026 10.15;448;105771;287
212053;984000010112053;2;05/07/2026 01.35;1662;104549;883
212053;984000010112053;2;05/07/2026 10.57;2398;104604;1623
212053;984000010112053;2;06/07/2026 01.29;1662;106610;1178
212053;984000010112053;2;06/07/2026 14.27;247;105028;67
212053;984000010112053;2;06/07/2026 17.46;1927;105008;1293
212053;984000010112053;2;07/07/2026 08.42;2218;107923;1195
212053;984000010112053;2;08/07/2026 04.08;2184;107335;1347
212053;984000010112053;2;08/07/2026 12.32;881;106957;369
212053;984000010112053;2;08/07/2026 15.23;1681;107231;1082
212053;984000010112053;2;09/07/2026 14.20;1784;107171;956
212053;984000010112053;2;10/07/2026 00.02;1798;107624;938
212053;984000010112053;2;10/07/2026 04.09;820;111409;454
212053;984000010112053;2;10/07/2026 10.40;1539;109618;1003
212053;984000010112053;2;11/07/2026 08.29;2225;108589;1304
212055;984000010112055;2;27/06/2026 23.44;1658;108742;1319
212055;984000010112055;2;28/06/2026 09.09;1242;109159;1012
212055;984000010112055;2;29/06/2026 07.01;1069;109305;754
212055;984000010112055;2;29/06/2026 16.21;1587;108637;1231
212055;984000010112055;2;30/06/2026 07.48;1343;108997;968
212055;984000010112055;2;30/06/2026 16.37;616;109803;441
212055;984000010112055;2;01/07/2026 00.33;160;108992;88
212055;984000010112055;2;01/07/2026 01.01;476;109158;402
212055;984000010112055;2;01/07/2026 09.02;1647;108545;1251
212055;984000010112055;2;01/07/2026 21.15;421;111341;309
212055;984000010112055;2;02/07/2026 06.02;1122;111064;825
212055;984000010112055;2;02/07/2026 09.22;564;110499;386
212055;984000010112055;2;02/07/2026 19.07;1464;112283;1227
212055;984000010112055;2;03/07/2026 08.53;396;111994;159
212055;984000010112055;2;03/07/2026 17.49;1939;110188;1318
212055;984000010112055;2;03/07/2026 18.41;345;112629;238
212055;984000010112055;2;04/07/2026 05.31;1000;112120;859
212055;984000010112055;2;04/07/2026 18.58;608;114185;373
212055;984000010112055;2;05/07/2026 04.24;1240;111575;865
212055;984000010112055;2;05/07/2026 12.59;1415;114416;1225
212055;984000010112055;2;05/07/2026 16.34;447;115089;413
212055;984000010112055;2;06/07/2026 08.41;325;115337;134
