animal_number;responder;location;visit_time;duration;weight;feed_intake
211681;984000010111681;2;16/05/2026 17.31;1445;99695;1283
211681;984000010111681;2;16/05/2026 20.47;1019;102736;707
211681;984000010111681;2;17/05/2026 12.06;1283;103071;1148
211681;984000010111681;2;17/05/2026 23.38;1051;103232;795
211681;984000010111681;2;18/05/2026 08.02;1046;102212;491
211681;984000010111681;2;18/05/2026 12.08;1611;104684;1469
211681;984000010111681;2;19/05/2026 08.23;920;104430;773
211681;984000010111681;2;19/05/2026 19.54;1519;108523;1164
211681;984000010111681;2;19/05/2026 23.23;917;106095;615
211681;984000010111681;2;20/05/2026 13.08;1006;107496;843
211681;984000010111681;2;21/05/2026 04.47;1344;105297;1198
211681;984000010111681;2;21/05/2026 13.53;1679;108260;1584
211681;984000010111681;2;22/05/2026 09.37;1065;106132;882
211681;984000010111681;2;22/05/2026 17.15;1275;105273;822
211681;984000010111681;2;23/05/2026 01.59;1819;106518;1707
211681;984000010111681;2;24/05/2026 03.41;1635;106080;1284
211681;984000010111681;2;24/05/2026 13.35;1763;108723;1745
211681;984000010111681;2;25/05/2026 16.11;1818;105678;1366
211681;984000010111681;2;26/05/2026 00.02;1543;108695;1174
211681;984000010111681;2;26/05/2026 04.58;1289;110567;1098
211681;984000010111681;2;27/05/2026 02.21;1836;111863;1576
211681;984000010111681;2;27/05/2026 12.58;1547;110195;884
211681;984000010111681;2;27/05/2026 18.18;1246;112900;1199
211681;984000010111681;2;28/05/2026 15.49;1126;113740;822
211681;984000010111681;2;28/05/2026 23.16;1380;111304;1158
211681;984000010111681;2;29/05/2026 07.31;1500;113293;1752
211681;984000010111681;2;30/05/2026 06.09;1313;112421;1256
211863;984000010111863;2;16/05/2026 14.05;80;94611;5
211863;984000010111863;2;16/05/2026 15.50;1595;95654;1053
211863;984000010111863;2;16/05/2026 22.08;1024;97318;470
211863;984000010111863;2;17/05/2026 05.57;1303;96951;802
211863;984000010111863;2;18/05/2026 01.58;1638;95369;986
211863;984000010111863;2;18/05/2026 04.42;53;;13
211863;984000010111863;2;18/05/2026 04.54;115;97417;50
211863;984000010111863;2;18/05/2026 05.22;675;96569;345
211863;984000010111863;2;18/05/2026 14.05;1813;99196;1109
211863;984000010111863;2;19/05/2026 12.32;1819;96179;929
211863;984000010111863;2;19/05/2026 19.23;1223;97739;759
211863;984000010111863;2;20/05/2026 02.51;1484;101501;923
211863;984000010111863;2;20/05/2026 05.14;739;98638;395
211863;984000010111863;2;20/05/2026 13.35;1360;99292;817
211863;984000010111863;2;21/05/2026 05.22;986;97418;551
211863;984000010111863;2;21/05/2026 07.39;746;99156;381
211863;984000010111863;2;21/05/2026 11.53;856;99152;486
211863;984000010111863;2;21/05/2026 17.47;967;100171;588
211863;984000010111863;2;21/05/2026 20.55;1275;101112;810
211863;984000010111863;2;22/05/2026 14.32;1069;98260;429
211863;984000010111863;2;22/05/2026 15.02;556;98251;311
211863;984000010111863;2;22/05/2026 23.26;1336;104146;761
211863;984000010111863;2;23/05/2026 03.57;1260;100991;812
211863;984000010111863;2;23/05/2026 05.05;699;101056;395
211863;984000010111863;2;23/05/2026 19.13;788;100340;225
211863;984000010111863;2;23/05/2026 22.54;1933;101103;832
211863;984000010111863;2;24/05/2026 02.17;718;100656;352
211863;984000010111863;2;24/05/2026 14.21;2022;102753;1231
211863;984000010111863;2;24/05/2026 18.59;659;101302;384
211863;984000010111863;2;25/05/2026 13.10;2084;98126;1246
211863;984000010111863;2;25/05/2026 22.16;1544;101814;802
211863;984000010111863;2;26/05/2026 03.25;1120;104427;517
211863;984000010111863;2;26/05/2026 05.32;1450;103379;881
211863;984000010111863;2;26/05/2026 22.42;1401;102281;643
211863;984000010111863;2;26/05/2026 23.21;453;102720;292
211863;984000010111863;2;27/05/2026 01.40;34;;10
211863;984000010111863;2;27/05/2026 03.28;557;101828;341
211863;984000010111863;2;27/05/2026 11.11;381;101858;199
211863;984000010111863;2;27/05/2026 11.43;465;101180;267
211863;984000010111863;2;27/05/2026 15.04;669;102066;368
211863;984000010111863;2;27/05/2026 19.41;1391;103497;799
211863;984000010111863;2;27/05/2026 21.06;751;103621;447
211863;984000010111863;2;27/05/2026 21.32;372;104174;250
211863;984000010111863;2;27/05/2026 22.20;28;;8
211863;984000010111863;2;27/05/2026 22.23;87;102339;23
211863;984000010111863;2;28/05/2026 15.09;1022;103513;418
211863;984000010111863;2;28/05/2026 19.18;1094;102603;598
211863;984000010111863;2;29/05/2026 02.58;851;104210;444
211863;984000010111863;2;29/05/2026 03.22;811;103540;406
211863;984000010111863;2;29/05/2026 08.11;1252;105776;829
211863;984000010111863;2;29/05/2026 09.58;450;105105;264
211863;984000010111863;2;29/05/2026 17.53;356;102637;92
211863;984000010111863;2;30/05/2026 03.48;1613;103312;855
212053;984000010112053;2;16/05/2026 13.48;77;97357;4
212053;984000010112053;2;16/05/2026 15.18;1244;98679;866
212053;984000010112053;2;17/05/2026 03.15;1547;98684;1032
212053;984000010112053;2;17/05/2026 03.57;499;98040;295
212053;984000010112053;2;17/05/2026 04.14;217;100662;97
212053;984000010112053;2;18/05/2026 00.22;2212;97978;1264
212053;984000010112053;2;18/05/2026 07.45;31;;9
212053;984000010112053;2;18/05/2026 15.28;2096;98811;1274
212053;984000010112053;2;18/05/2026 22.45;400;99762;270
212053;984000010112053;2;19/05/2026 11.10;1472;99442;859
212053;984000010112053;2;19/05/2026 11.51;519;99292;318
212053;984000010112053;2;19/05/2026 19.09;551;100760;282
212053;984000010112053;2;20/05/2026 04.24;1947;100739;1268
212053;984000010112053;2;20/05/2026 15.16;1277;102807;898
212053;984000010112053;2;21/05/2026 07.00;1513;101933;909
212053;984000010112053;2;21/05/2026 10.07;271;103234;74
212053;984000010112053;2;21/05/2026 20.03;1921;104887;1307
212053;984000010112053;2;21/05/2026 21.30;559;103840;354
212053;984000010112053;2;22/05/2026 16.25;1949;103675;915
212053;984000010112053;2;22/05/2026 21.39;315;104245;110
212053;984000010112053;2;23/05/2026 08.19;1891;103922;1250
212053;984000010112053;2;23/05/2026 10.15;448;105712;294
212053;984000010112053;2;24/05/2026 01.35;1662;104678;889
212053;984000010112053;2;24/05/2026 10.57;2398;104945;1594
212053;984000010112053;2;25/05/2026 01.29;1662;106421;1162
212053;984000010112053;2;25/05/2026 14.27;247;104921;69
212053;984000010112053;2;25/05/2026 17.46;1927;105072;1318
212053;984000010112053;2;26/05/2026 08.42;2218;107066;1228
212053;984000010112053;2;27/05/2026 04.08;2184;106969;1331
212053;984000010112053;2;27/05/2026 12.32;881;107377;361
212053;984000010112053;2;27/05/2026 15.23;1681;107814;1107
212053;984000010112053;2;28/05/2026 14.20;1784;106701;985
212053;984000010112053;2;29/05/2026 00.02;1798;106715;939
212053;984000010112053;2;29/05/2026 04.09;820;110644;447
212053;984000010112053;2;29/05/2026 10.40;1539;110061;1023
212053;984000010112053;2;30/05/2026 08.29;2225;108532;1307
212055;984000010112055;2;16/05/2026 23.44;1658;108124;1344
212055;984000010112055;2;17/05/2026 09.09;1242;109105;1006
212055;984000010112055;2;18/05/2026 07.01;1069;108989;768
212055;984000010112055;2;18/05/2026 16.21;1587;109496;1185
212055;984000010112055;2;19/05/2026 07.48;1343;108592;948
212055;984000010112055;2;19/05/2026 16.37;616;109106;445
212055;984000010112055;2;20/05/2026 00.33;160;109329;85
212055;984000010112055;2;20/05/2026 01.01;476;108656;416
212055;984000010112055;2;20/05/2026 09.02;1647;107681;1277
212055;984000010112055;2;20/05/2026 21.15;421;110881;301
212055;984000010112055;2;21/05/2026 06.02;1122;110403;857
212055;984000010112055;2;21/05/2026 09.22;564;110034;377
212055;984000010112055;2;21/05/2026 19.07;1464;112347;1221
212055;984000010112055;2;22/05/2026 08.53;396;112197;154
212055;984000010112055;2;22/05/2026 17.49;1939;110140;1287
212055;984000010112055;2;22/05/2026 18.41;345;112850;241
212055;984000010112055;2;23/05/2026 05.31;1000;112608;828
212055;984000010112055;2;23/05/2026 18.58;608;114676;364
212055;984000010112055;2;24/05/2026 04.24;1240;111879;890
212055;984000010112055;2;24/05/2026 12.59;1415;114127;1269
212055;984000010112055;2;24/05/2026 16.34;447;114487;393
212055;984000010112055;2;25/05/2026 08.41;325;115231;134
212055;984000010112055;2;25/05/2026 18.35;1557;114219;1309
212055;984000010112055;2;26/05/2026 06.39;1963;114680;1472
212055;984000010112055;2;27/05/2026 00.19;1716;116366;1332
212055;984000010112055;2;27/05/2026 16.05;1778;115681;1628
212055;984000010112055;2;28/05/2026 04.09;1529;117822;1230
212055;984000010112055;2;28/05/2026 23.04;510;117651;370
212055;984000010112055;2;29/05/2026 09.01;1687;119054;1534
212055;984000010112055;2;30/05/2026 04.35;2135;117760;1699
212057;984000010112057;2;16/05/2026 19.56;1897;96657;1176
212057;984000010112057;2;17/05/2026 06.35;1290;98165;824
212057;984000010112057;2;17/05/2026 15.34;415;96869;303
