animal_number;responder;location;visit_time;duration;weight;feed_intake
211681;984000010111681;2;18/04/2026 17.31;1445;99906;1315
211681;984000010111681;2;18/04/2026 20.47;1019;102192;739
211681;984000010111681;2;19/04/2026 12.06;1283;103424;1138
211681;984000010111681;2;19/04/2026 23.38;1051;102727;809
211681;984000010111681;2;20/04/2026 08.02;1046;101122;491
211681;984000010111681;2;20/04/2026 12.08;1611;104980;1430
211681;984000010111681;2;21/04/2026 08.23;920;104864;792
211681;984000010111681;2;21/04/2026 19.54;1519;108687;1178
211681;984000010111681;2;21/04/2026 23.23;917;105627;614
211681;984000010111681;2;22/04/2026 13.08;1006;107311;824
211681;984000010111681;2;23/04/2026 04.47;1344;105150;1185
211681;984000010111681;2;23/04/2026 13.53;1679;107676;1458
211681;984000010111681;2;24/04/2026 09.37;1065;106301;839
211681;984000010111681;2;24/04/2026 17.15;1275;105117;767
211681;984000010111681;2;25/04/2026 01.59;1819;106241;1809
211681;984000010111681;2;26/04/2026 03.41;1635;104937;1343
211681;984000010111681;2;26/04/2026 13.35;1763;108934;1731
211681;984000010111681;2;27/04/2026 16.11;1818;105993;1304
211681;984000010111681;2;28/04/2026 00.02;1543;108434;1187
211681;984000010111681;2;28/04/2026 04.58;1289;109971;1191
211681;984000010111681;2;29/04/2026 02.21;1836;111311;1540
211681;984000010111681;2;29/04/2026 12.58;1547;109982;892
211681;984000010111681;2;29/04/2026 18.18;1246;112481;1141
211681;984000010111681;2;30/04/2026 15.49;1126;113403;838
211681;984000010111681;2;30/04/2026 23.16;1380;110951;1240
211681;984000010111681;2;01/05/2026 07.31;1500;113724;1671
211681;984000010111681;2;02/05/2026 06.09;1313;113189;1251
211863;984000010111863;2;18/04/2026 14.05;80;96108;5
211863;984000010111863;2;18/04/2026 15.50;1595;96068;999
211863;984000010111863;2;18/04/2026 22.08;1024;97644;461
211863;984000010111863;2;19/04/2026 05.57;1303;96712;802
211863;984000010111863;2;20/04/2026 01.58;1638;96027;964
211863;984000010111863;2;20/04/2026 04.42;53;;13
211863;984000010111863;2;20/04/2026 04.54;115;97737;49
211863;984000010111863;2;20/04/2026 05.22;675;96653;349
211863;984000010111863;2;20/04/2026 14.05;1813;98947;1077
211863;984000010111863;2;21/04/2026 12.32;1819;95890;937
211863;984000010111863;2;21/04/2026 19.23;1223;97383;760
211863;984000010111863;2;22/04/2026 02.51;1484;101153;942
211863;984000010111863;2;22/04/2026 05.14;739;98517;398
211863;984000010111863;2;22/04/2026 13.35;1360;99346;851
211863;984000010111863;2;23/04/2026 05.22;986;97757;565
211863;984000010111863;2;23/04/2026 07.39;746;99367;397
211863;984000010111863;2;23/04/2026 11.53;856;99495;483
211863;984000010111863;2;23/04/2026 17.47;967;100125;550
211863;984000010111863;2;23/04/2026 20.55;1275;101294;815
211863;984000010111863;2;24/04/2026 14.32;1069;97389;431
211863;984000010111863;2;24/04/2026 15.02;556;98138;313
