animal_number;responder;location;visit_time;duration;weight;feed_intake
211681;984000010111681;2;25/07/2026 17.31;1445;100304;1302
211681;984000010111681;2;25/07/2026 20.47;1019;102720;720
211681;984000010111681;2;26/07/2026 12.06;1283;103638;1115
211681;984000010111681;2;26/07/2026 23.38;1051;103291;809
211681;984000010111681;2;27/07/2026 08.02;1046;101663;493
211681;984000010111681;2;27/07/2026 12.08;1611;104568;1409
211681;984000010111681;2;28/07/2026 08.23;920;105027;781
211681;984000010111681;2;28/07/2026 19.54;1519;108386;1164
211681;984000010111681;2;28/07/2026 23.23;917;106546;588
211681;984000010111681;2;29/07/2026 13.08;1006;108347;835
211681;984000010111681;2;30/07/2026 04.47;1344;105132;1170
211681;984000010111681;2;30/07/2026 13.53;1679;107384;1493
211681;984000010111681;2;31/07/2026 09.37;1065;106288;857
211681;984000010111681;2;31/07/2026 17.15;1275;105938;794
211681;984000010111681;2;01/08/2026 01.59;1819;107098;1755
211681;984000010111681;2;02/08/2026 03.41;1635;105753;1288
211681;984000010111681;2;02/08/2026 13.35;1763;109510;1694
211681;984000010111681;2;03/08/2026 16.11;1818;105866;1375
211681;984000010111681;2;04/08/2026 00.02;1543;108712;1207
211681;984000010111681;2;04/08/2026 04.58;1289;110933;1132
211681;984000010111681;2;05/08/2026 02.21;1836;111937;1490
211681;984000010111681;2;05/08/2026 12.58;1547;109796;886
211681;984000010111681;2;05/08/2026 18.18;1246;112709;1130
211681;984000010111681;2;06/08/2026 15.49;1126;113958;820
211681;984000010111681;2;06/08/2026 23.16;1380;111686;1195
211681;984000010111681;2;07/08/2026 07.31;1500;114351;1701
211681;984000010111681;2;08/08/2026 06.09;1313;113690;1201
211863;984000010111863;2;25/07/2026 14.05;80;95726;5
211863;984000010111863;2;25/07/2026 15.50;1595;96185;989
211863;984000010111863;2;25/07/2026 22.08;1024;97787;461
211863;984000010111863;2;26/07/2026 05.57;1303;96929;759
211863;984000010111863;2;27/07/2026 01.58;1638;95475;993
211863;984000010111863;2;27/07/2026 04.42;53;;13
211863;984000010111863;2;27/07/2026 04.54;115;97984;48
211863;984000010111863;2;27/07/2026 05.22;675;96523;343
211863;984000010111863;2;27/07/2026 14.05;1813;99592;1123
211863;984000010111863;2;28/07/2026 12.32;1819;96124;929
211863;984000010111863;2;28/07/2026 19.23;1223;97340;743
211863;984000010111863;2;29/07/2026 02.51;1484;101649;951
211863;984000010111863;2;29/07/2026 05.14;739;99248;386
211863;984000010111863;2;29/07/2026 13.35;1360;99283;835
211863;984000010111863;2;30/07/2026 05.22;986;97707;573
211863;984000010111863;2;30/07/2026 07.39;746;99505;402
211863;984000010111863;2;30/07/2026 11.53;856;99370;468
211863;984000010111863;2;30/07/2026 17.47;967;100439;555
211863;984000010111863;2;30/07/2026 20.55;1275;101594;801
211863;984000010111863;2;31/07/2026 14.32;1069;98262;430
211863;984000010111863;2;31/07/2026 15.02;556;98095;320
211863;984000010111863;2;31/07/2026 23.26;1336;103306;813
211863;984000010111863;2;01/08/2026 03.57;1260;101025;816
211863;984000010111863;2;01/08/2026 05.05;699;101253;384
211863;984000010111863;2;01/08/2026 19.13;788;100517;219
211863;984000010111863;2;01/08/2026 22.54;1933;101909;839
211863;984000010111863;2;02/08/2026 02.17;718;100884;329
211863;984000010111863;2;02/08/2026 14.21;2022;103346;1221
211863;984000010111863;2;02/08/2026 18.59;659;101435;369
211863;984000010111863;2;03/08/2026 13.10;2084;97594;1227
211863;984000010111863;2;03/08/2026 22.16;1544;100932;808
211863;984000010111863;2;04/08/2026 03.25;1120;104469;523
211863;984000010111863;2;04/08/2026 05.32;1450;103257;887
211863;984000010111863;2;04/08/2026 22.42;1401;102775;640
211863;984000010111863;2;04/08/2026 23.21;453;102982;287
211863;984000010111863;2;05/08/2026 01.40;34;;10
211863;984000010111863;2;05/08/2026 03.28;557;102305;324
211863;984000010111863;2;05/08/2026 11.11;381;102049;190
211863;984000010111863;2;05/08/2026 11.43;465;101900;270
211863;984000010111863;2;05/08/2026 15.04;669;102687;358
211863;984000010111863;2;05/08/2026 19.41;1391;103877;806
211863;984000010111863;2;05/08/2026 21.06;751;103740;440
211863;984000010111863;2;05/08/2026 21.32;372;104327;245
211863;984000010111863;2;05/08/2026 22.20;28;;8
211863;984000010111863;2;05/08/2026 22.23;87;102896;21
211863;984000010111863;2;06/08/2026 15.09;1022;104049;396
211863;984000010111863;2;06/08/2026 19.18;1094;102988;616
211863;984000010111863;2;07/08/2026 02.58;851;105016;441
211863;984000010111863;2;07/08/2026 03.22;811;103785;393
211863;984000010111863;2;07/08/2026 08.11;1252;105829;832
211863;984000010111863;2;07/08/2026 09.58;450;105308;265
211863;984000010111863;2;07/08/2026 17.53;356;102732;88
211863;984000010111863;2;08/08/2026 03.48;1613;104605;843
212053;984000010112053;2;25/07/2026 13.48;77;97312;4
212053;984000010112053;2;25/07/2026 15.18;1244;99133;842
212053;984000010112053;2;26/07/2026 03.15;1547;98903;1030
212053;984000010112053;2;26/07/2026 03.57;499;98750;292
212053;984000010112053;2;26/07/2026 04.14;217;100205;96
212053;984000010112053;2;27/07/2026 00.22;2212;98369;1283
212053;984000010112053;2;27/07/2026 07.45;31;;9
212053;984000010112053;2;27/07/2026 15.28;2096;99075;1250
212053;984000010112053;2;27/07/2026 22.45;400;100114;277
212053;984000010112053;2;28/07/2026 11.10;1472;100023;867
212053;984000010112053;2;28/07/2026 11.51;519;99888;324
212053;984000010112053;2;28/07/2026 19.09;551;101646;278
212053;984000010112053;2;29/07/2026 04.24;1947;100827;1313
212053;984000010112053;2;29/07/2026 15.16;1277;103309;887
212053;984000010112053;2;30/07/2026 07.00;1513;102425;907
212053;984000010112053;2;30/07/2026 10.07;271;103854;74
212053;984000010112053;2;30/07/2026 20.03;1921;105406;1279
212053;984000010112053;2;30/07/2026 21.30;559;104615;365
212053;984000010112053;2;31/07/2026 16.25;1949;103670;907
212053;984000010112053;2;31/07/2026 21.39;315;104486;108
212053;984000010112053;2;01/08/2026 08.19;1891;104633;1259
212053;984000010112053;2;01/08/2026 10.15;448;106157;294
212053;984000010112053;2;02/08/2026 01.35;1662;104970;892
212053;984000010112053;2;02/08/2026 10.57;2398;105509;1625
212053;984000010112053;2;03/08/2026 01.29;1662;106841;1170
212053;984000010112053;2;03/08/2026 14.27;247;105190;65
212053;984000010112053;2;03/08/2026 17.46;1927;105264;1311
212053;984000010112053;2;04/08/2026 08.42;2218;107404;1314
212053;984000010112053;2;05/08/2026 04.08;2184;107739;1332
212053;984000010112053;2;05/08/2026 12.32;881;107487;376
212053;984000010112053;2;05/08/2026 15.23;1681;107949;1001
212053;984000010112053;2;06/08/2026 14.20;1784;107833;947
212053;984000010112053;2;07/08/2026 00.02;1798;106725;949
212053;984000010112053;2;07/08/2026 04.09;820;111488;453
212053;984000010112053;2;07/08/2026 10.40;1539;110047;987
212053;984000010112053;2;08/08/2026 08.29;2225;109238;1359
212055;984000010112055;2;25/07/2026 23.44;1658;108283;1324
212055;984000010112055;2;26/07/2026 09.09;1242;109454;993
212055;984000010112055;2;27/07/2026 07.01;1069;109354;750
212055;984000010112055;2;27/07/2026 16.21;1587;108576;1190
212055;984000010112055;2;28/07/2026 07.48;1343;109356;941
212055;984000010112055;2;28/07/2026 16.37;616;109198;423
212055;984000010112055;2;29/07/2026 00.33;160;109361;85
212055;984000010112055;2;29/07/2026 01.01;476;108667;415
212055;984000010112055;2;29/07/2026 09.02;1647;108157;1302
212055;984000010112055;2;29/07/2026 21.15;421;111784;302
212055;984000010112055;2;30/07/2026 06.02;1122;110706;824
212055;984000010112055;2;30/07/2026 09.22;564;110523;387
