animal_number;responder;location;visit_time;duration;weight (g);feed_intake;Unnamed: 7;Unnamed: 8;Unnamed: 9
110813;984000010110813;1;22/08/2026 03.17;1404;31676;193;;;
110813;984000010110813;1;22/08/2026 03.40;118;50509;23;;;
110813;984000010110813;1;22/08/2026 06.29;85;32005;13;;;
110813;984000010110813;1;22/08/2026 06.43;22;;6;;;
110813;984000010110813;1;22/08/2026 07.11;467;32648;265;;;
110813;984000010110813;1;22/08/2026 08.23;210;33135;64;;;
110813;984000010110813;1;22/08/2026 10.54;1349;35596;288;;;
110813;984000010110813;1;22/08/2026 15.25;1150;33834;307;;;
110813;984000010110813;1;22/08/2026 22.18;245;34674;63;;;
110813;984000010110813;1;23/08/2026 00.06;260;35008;57;;;
110813;984000010110813;1;23/08/2026 01.50;285;35653;61;;;
110813;984000010110813;1;23/08/2026 01.57;291;35466;58;;;
110813;984000010110813;1;23/08/2026 06.14;1020;35049;259;;;
110813;984000010110813;1;23/08/2026 08.08;141;54042;4;;;
110813;984000010110813;1;23/08/2026 08.11;22;;14;;;
110813;984000010110813;1;23/08/2026 09.41;1383;53015;325;;;
110813;984000010110813;1;23/08/2026 16.16;1636;36221;408;;;
110813;984000010110813;1;24/08/2026 00.37;851;36060;123;;;
110813;984000010110813;1;24/08/2026 04.46;1361;35913;248;;;
110813;984000010110813;1;24/08/2026 10.12;1316;53433;391;;;
110813;984000010110813;1;24/08/2026 21.10;1441;36588;345;;;
110813;984000010110813;1;24/08/2026 22.56;196;37111;41;;;
110813;984000010110813;1;25/08/2026 02.46;1060;36702;283;;;
110813;984000010110813;1;25/08/2026 04.10;295;36978;64;;;
110813;984000010110813;1;25/08/2026 06.59;1331;37575;313;;;
110813;984000010110813;1;25/08/2026 13.50;597;37680;157;;;
110813;984000010110813;1;25/08/2026 16.41;404;37069;93;;;
110813;984000010110813;1;25/08/2026 19.30;314;37750;69;;;
110813;984000010110813;1;25/08/2026 21.22;165;37712;26;;;
110813;984000010110813;1;25/08/2026 21.27;101;37090;23;;;
110813;984000010110813;1;26/08/2026 00.34;1348;36370;346;;;
110813;984000010110813;1;26/08/2026 00.57;39;;5;;;
110813;984000010110813;1;26/08/2026 07.31;995;38532;217;;;
110813;984000010110813;1;26/08/2026 10.43;1354;38225;380;;;
110813;984000010110813;1;26/08/2026 17.41;784;37568;215;;;
110813;984000010110813;1;26/08/2026 22.47;1628;38587;318;;;
110813;984000010110813;1;26/08/2026 23.15;123;38600;23;;;
110813;984000010110813;1;26/08/2026 23.54;253;38587;58;;;
110813;984000010110813;1;27/08/2026 01.37;308;39271;80;;;
110813;984000010110813;1;27/08/2026 01.43;190;39620;43;;;
110813;984000010110813;1;27/08/2026 06.04;697;39131;208;;;
110813;984000010110813;1;27/08/2026 08.29;831;39181;255;;;
110813;984000010110813;1;27/08/2026 11.17;704;44385;153;;;
110813;984000010110813;1;27/08/2026 21.46;1915;38305;426;;;
110813;984000010110813;1;27/08/2026 23.57;270;39544;58;;;
110813;984000010110813;1;28/08/2026 00.05;111;39669;28;;;
110813;984000010110813;1;28/08/2026 05.13;1167;39411;350;;;
110813;984000010110813;1;28/08/2026 06.01;875;40052;181;;;
110813;984000010110813;1;28/08/2026 06.45;47;;5;;;
110813;984000010110813;1;28/08/2026 10.34;1094;40483;323;;;
110813;984000010110813;1;28/08/2026 13.30;762;41710;246;;;
110813;984000010110813;1;28/08/2026 18.57;649;41568;201;;;
110813;984000010110813;1;28/08/2026 21.38;539;41555;148;;;
110813;984000010110813;1;28/08/2026 21.57;454;41353;154;;;
110813;984000010110813;1;28/08/2026 23.19;610;41952;169;;;
110813;984000010110813;1;28/08/2026 23.31;95;42530;29;;;
110813;984000010110813;1;29/08/2026 03.03;179;42646;56;;;
110813;984000010110813;1;29/08/2026 05.08;583;42666;207;;;
110813;984000010110813;1;29/08/2026 05.53;1159;42406;305;;;
110813;984000010110813;1;29/08/2026 11.38;475;43729;157;;;
110813;984000010110813;1;29/08/2026 12.15;1201;43428;327;;;
110813;984000010110813;1;29/08/2026 19.51;853;43474;265;;;
110813;984000010110813;1;29/08/2026 20.59;188;43565;55;;;
110813;984000010110813;1;29/08/2026 21.13;218;44133;59;;;
110813;984000010110813;1;30/08/2026 02.47;531;43049;172;;;
110813;984000010110813;1;30/08/2026 03.28;1372;42989;504;;;
110813;984000010110813;1;30/08/2026 06.59;981;43587;287;;;
110813;984000010110813;1;30/08/2026 14.48;1207;43133;418;;;
110813;984000010110813;1;30/08/2026 18.18;187;43404;85;;;
110813;984000010110813;1;30/08/2026 20.17;530;43444;194;;;
110813;984000010110813;1;30/08/2026 20.52;318;43660;90;;;
110813;984000010110813;1;30/08/2026 20.58;349;44051;69;;;
110813;984000010110813;1;30/08/2026 21.06;49;;11;;;
110813;984000010110813;1;30/08/2026 23.33;729;43898;268;;;
110813;984000010110813;1;31/08/2026 03.26;1024;45679;339;;;
110813;984000010110813;1;31/08/2026 04.46;740;45857;269;;;
110813;984000010110813;1;31/08/2026 08.40;942;45203;321;;;
110813;984000010110813;1;31/08/2026 16.05;421;45508;132;;;
110813;984000010110813;1;31/08/2026 16.13;264;45495;102;;;
110813;984000010110813;1;31/08/2026 18.01;284;46234;99;;;
110813;984000010110813;1;31/08/2026 18.08;64;45597;17;;;
110813;984000010110813;1;31/08/2026 18.57;292;44983;71;;;
110813;984000010110813;1;31/08/2026 19.43;419;45564;82;;;
110813;984000010110813;1;31/08/2026 20.39;151;45478;19;;;
110813;984000010110813;1;31/08/2026 20.55;44;;12;;;
110813;984000010110813;1;31/08/2026 21.06;386;45644;97;;;
110813;984000010110813;1;31/08/2026 21.42;922;45877;296;;;
110813;984000010110813;1;01/09/2026 02.14;315;46158;85;;;
110813;984000010110813;1;01/09/2026 02.45;124;46172;30;;;
110813;984000010110813;1;01/09/2026 02.59;250;46069;61;;;
110813;984000010110813;1;01/09/2026 03.24;478;46117;128;;;
110813;984000010110813;1;01/09/2026 05.20;1073;46130;402;;;
110813;984000010110813;1;01/09/2026 07.36;649;46377;145;;;
110813;984000010110813;1;01/09/2026 11.23;560;47192;193;;;
110813;984000010110813;1;01/09/2026 12.35;86;47897;25;;;
110813;984000010110813;1;01/09/2026 12.38;215;47080;80;;;
110813;984000010110813;1;01/09/2026 19.27;461;47224;173;;;
110813;984000010110813;1;01/09/2026 19.51;517;46684;172;;;
110813;984000010110813;1;01/09/2026 21.23;88;47611;24;;;
110813;984000010110813;1;01/09/2026 22.59;434;47805;107;;;
110813;984000010110813;1;02/09/2026 02.45;1306;47555;461;;;
110813;984000010110813;1;02/09/2026 05.56;834;47378;371;;;
110813;984000010110813;1;02/09/2026 15.37;722;48251;234;;;
110813;984000010110813;1;02/09/2026 17.17;423;48079;172;;;
110813;984000010110813;1;02/09/2026 17.33;211;48591;64;;;
110813;984000010110813;1;02/09/2026 17.39;136;48141;45;;;
110813;984000010110813;1;02/09/2026 17.51;47;;14;;;
110813;984000010110813;1;02/09/2026 17.53;34;;10;;;
110813;984000010110813;1;02/09/2026 22.16;419;47906;194;;;
110813;984000010110813;1;02/09/2026 22.24;360;48671;144;;;
110813;984000010110813;1;02/09/2026 22.40;242;48684;104;;;
110813;984000010110813;1;03/09/2026 00.20;252;49056;87;;;
110813;984000010110813;1;03/09/2026 01.55;1356;49032;419;;;
110813;984000010110813;1;03/09/2026 03.21;262;49710;104;;;
110813;984000010110813;1;03/09/2026 07.16;1093;48515;444;;;
110813;984000010110813;1;03/09/2026 09.44;42;;15;;;
110813;984000010110813;1;03/09/2026 16.28;784;48724;208;;;
110813;984000010110813;1;03/09/2026 17.19;500;48624;151;;;
110813;984000010110813;1;03/09/2026 17.28;334;49310;127;;;
110813;984000010110813;1;03/09/2026 23.06;924;49316;253;;;
110813;984000010110813;1;03/09/2026 23.27;53;;19;;;
110813;984000010110813;1;03/09/2026 23.50;85;49553;24;;;
110813;984000010110813;1;04/09/2026 01.56;588;49429;240;;;
110813;984000010110813;1;04/09/2026 02.37;321;49912;130;;;
110813;984000010110813;1;04/09/2026 04.26;888;50202;429;;;
110813;984000010110813;1;04/09/2026 07.31;421;49428;180;;;
110813;984000010110813;1;04/09/2026 08.20;192;50523;80;;;
110813;984000010110813;1;04/09/2026 15.22;669;50289;232;;;
110813;984000010110813;1;04/09/2026 17.18;240;49836;110;;;
110813;984000010110813;1;04/09/2026 18.05;373;50527;139;;;
110813;984000010110813;1;04/09/2026 18.41;510;50716;218;;;
110813;984000010110813;1;04/09/2026 19.50;107;51603;44;;;
110813;984000010110813;1;04/09/2026 22.49;1341;51684;468;;;
110813;984000010110813;1;05/09/2026 01.46;25;;5;;;
110813;984000010110813;1;05/09/2026 03.02;578;52615;214;;;
110813;984000010110813;1;05/09/2026 07.22;1540;50853;700;;;
110813;984000010110813;1;05/09/2026 15.01;239;52135;109;;;
110813;984000010110813;1;05/09/2026 17.50;1114;51367;458;;;
110813;984000010110813;1;05/09/2026 22.20;557;52391;222;;;
110813;984000010110813;1;06/09/2026 00.46;962;52540;372;;;
110813;984000010110813;1;06/09/2026 01.06;213;52901;67;;;
110813;984000010110813;1;06/09/2026 02.45;343;53264;126;;;
110813;984000010110813;1;06/09/2026 02.51;65;53691;21;;;
110813;984000010110813;1;06/09/2026 05.12;875;53681;368;;;
110813;984000010110813;1;06/09/2026 07.24;140;53564;43;;;
110813;984000010110813;1;06/09/2026 11.11;164;52281;67;;;
110813;984000010110813;1;06/09/2026 13.53;386;51372;146;;;
110813;984000010110813;1;06/09/2026 15.51;368;51560;107;;;
110813;984000010110813;1;06/09/2026 18.22;118;51861;41;;;
110813;984000010110813;1;06/09/2026 18.30;367;52621;156;;;
